Template;Screen Name;Stance;SCM Shop;LoA;Equipment Type;World Level;Excluded;Item Set;Item Type;Rarity;Material;TN Stance;Req. Stat;Icon;Variants
bw_g_c_dsx_shd_avg;Shadow Bow;Ranger;loa_r_bw;LoA;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_303;base
bw_g_c_dsx_spd_avg;Spidersilk Bow;Ranger;loa_r_bw;LoA;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_310;base
cb_un_1h_troll_dsx_scrub;Troll Club;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;cb;unique;;;str;b_gui_ig_i_w_clb_009;
cb_un_2h_troll_dsx_forest;Tree Club;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;cb;unique;;;str;b_gui_ig_i_w_clb_009;
cb_un_dsx_2h_troll;Troll Club;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;cb;unique;;;str;b_gui_ig_i_w_clb_009;
cb_g_c_dsx_cry_avg;Crystal Club;Fighter;loa_f_1h_n;LoA;weapon;;;;cb;;;;str;b_gui_ig_i_w_clb_300;base
cb_g_c_dsx_ltn_avg;Crackled Club;Fighter;loa_f_1h_n;LoA;weapon;;;;cb;;;;str;b_gui_ig_i_w_clb_301;base
cb_g_c_dsx_tet_avg;Knobbed Club;Fighter;loa_f_1h_n;LoA;weapon;;;;cb;;;;str;b_gui_ig_i_w_clb_303;base
cb_g_c_dsx_rbr_avg;Rubber Club;Fighter;loa_f_1h_n;LoA;weapon;;;;cb;;;;str;b_gui_ig_i_w_clb_302;base
cb_g_c_dsx_crm_avg;Ceramic Club;Fighter;loa_f_1h_n;LoA;weapon;;;;cb;;;;str;b_gui_ig_i_w_clb_304;base
dg_g_c_dsx_kaj_mag;Claws of Kajj;Fighter;x_excluded;LoA;weapon;;excluded;;dg;;;;;b_gui_ig_i_w_dgr_400;
dg_g_c_dsx_sjumper_three;Claws of Kajj;Fighter;x_excluded;LoA;weapon;;excluded;;dg;;;;;b_gui_ig_i_w_dgr_400;
dg_g_c_dsx_sjumper_five;SJ Minion 5 Weapon;Fighter;x_excluded;LoA;weapon;;excluded;;dg;;;;;b_gui_ig_i_w_dgr_400;
dg_g_c_dsx_clw_avg;Claws;Fighter;loa_f_1h_n;LoA;weapon;;;;dg;;;;str;b_gui_ig_i_w_dgr_301;base
dg_g_c_dsx_sai_avg;Sai;Fighter;loa_f_1h_n;LoA;weapon;;;;dg;;;;str;b_gui_ig_i_w_dgr_302;base
dg_g_c_dsx_hassat_avg;Hassat Gouger;Fighter;loa_f_1h_n;LoA;weapon;;;;dg;;;;str;b_gui_ig_i_w_dgr_307;base
dg_g_c_dsx_sb_avg;Barong;Fighter;loa_f_1h_n;LoA;weapon;;;;dg;;;;str;b_gui_ig_i_w_dgr_303;base
dg_g_c_dsx_crys_avg;Crystal Shard;Fighter;loa_f_1h_n;LoA;weapon;;;;dg;;;;str;b_gui_ig_i_w_dgr_304;base
dg_g_c_dsx_zst_avg;Zaurask Stiletto;Fighter;loa_f_1h_n;LoA;weapon;;;;dg;;;;str;b_gui_ig_i_w_dgr_306;base
hm_g_c_dsx_goblin_blackguard;Goblin Clockwork Hammer;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;hm;;;;str;b_gui_ig_i_w_hmr_300;
hm_g_c_dsx_warmlt_avg;Large War Mallet;Fighter;loa_f_2h;LoA;weapon;;excluded;;hm;;;;str;b_gui_ig_i_w_hmr_303;base
ax_d_d_dsx_goblin_mutant;Goblin Cutter;Fighter;loa_f_2h;LoA;weapon;;excluded;;ax;;;;str;b_gui_ig_i_w_hmr_303;
hm_g_c_dsx_clk_avg;Clockwork Hammer;Fighter;loa_f_1h_n;LoA;weapon;;;;hm;;;;str;b_gui_ig_i_w_hmr_300;base
hm_g_c_dsx_mlt_avg;Large Wooden Mallet;Fighter;loa_f_1h_n;LoA;weapon;;;;hm;;;;str;b_gui_ig_i_w_hmr_302;base
hm_g_c_dsx_cry_avg;Crystal Hammer;Fighter;loa_f_1h_n;LoA;weapon;;;;hm;;;;str;b_gui_ig_i_w_hmr_301;base
mc_dsx_cicatrix_skeleton;cicatrix skeleton mace;Fighter;x_excluded;LoA;weapon;;excluded;;mc;;;;;;
mc_g_c_dsx_smr_avg;Open Mace;Fighter;loa_f_1h_n;LoA;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_300;base
mc_g_c_dsx_zau_avg;Zaurask Mace;Fighter;loa_f_1h_n;LoA;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_301;base
mc_g_c_dsx_tub_avg;Clockwork Mace;Fighter;loa_f_1h_n;LoA;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_302;base
mc_g_c_dsx_flm_avg;Twisted Mace;Fighter;loa_f_1h_n;LoA;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_303;base
st_g_c_dsx_mn_avg;Hassat Moon;Fighter;loa_f_2h;LoA;weapon;;;;st;;;;str;b_gui_ig_i_w_stf_317;base
st_g_c_dsx_smn_avg;Shadow Moon;Fighter;loa_f_2h;LoA;weapon;;;;st;;;;str;b_gui_ig_i_w_stf_318;base
ax_g_c_dsx_ptr_avg;Hassat Trident;Fighter;loa_f_2h;LoA;weapon;;;;ax;;;;str;b_gui_ig_i_w_stf_309;base
ax_g_c_dsx_psc_avg;Hassat Scimitar;Fighter;loa_f_2h;LoA;weapon;;;;ax;;;;str;b_gui_ig_i_w_stf_308;base
ax_g_c_dsx_pfk_avg;Hassat Fork;Fighter;loa_f_2h;LoA;weapon;;;;ax;;;;str;b_gui_ig_i_w_stf_306;base
ax_g_c_dsx_png_avg;Naginata;Fighter;loa_f_2h;LoA;weapon;;;;ax;;;;str;b_gui_ig_i_w_stf_315;base
ax_g_c_dsx_pzc_avg;Zaurask-Catcher;Fighter;loa_f_2h;LoA;weapon;;;;ax;;;;str;b_gui_ig_i_w_stf_316;base
ax_g_c_dsx_pbd_avg;Bardiche;Fighter;loa_f_2h;LoA;weapon;;;;ax;;;;str;b_gui_ig_i_w_stf_312;base
ax_g_c_dsx_pcl_avg;Hassat Cleaver;Fighter;loa_f_2h;LoA;weapon;;;;ax;;;;str;b_gui_ig_i_w_stf_305;base
dsx_minigun_dragon;Dragon Minigun;Ranger;loa_r_cm;LoA;weapon;;excluded;;minigun;;;;multi;b_gui_ig_i_w_msc_009;
dsx_minigun_flamethrower;Mini-Flamethrower;Ranger;loa_r_cm;LoA;weapon;;excluded;;minigun;;;;multi;b_gui_ig_i_w_msc_014;
dsx_minigun_flamethrower2;Flameblaster;Ranger;loa_r_cm;LoA;weapon;;excluded;;minigun;;;;multi;b_gui_ig_i_w_msc_014;
dsx_minigun_grenade_launcher;Mini-Grenade Launcher;Ranger;loa_r_cm;LoA;weapon;;excluded;;minigun;;;;str;b_gui_ig_i_w_msc_015;
dsx_gobbot_grenade_launcher;Grenade Launcher;Ranger;loa_r_cm;LoA;weapon;;excluded;;minigun;;;;str;b_gui_ig_i_w_msc_015;
dsx_minigun_lightning;Lightning Gun;Ranger;loa_r_cm;LoA;weapon;;excluded;;minigun;;;;multi;b_gui_ig_i_w_msc_016;
minigun_napalm;Napalm Gun;Ranger;loa_r_cm;LoA;weapon;;excluded;;minigun;;;;multi;b_gui_ig_i_w_msc_302;
minigun_gas;Gas Gun;Ranger;loa_r_cm;LoA;weapon;;excluded;;minigun;;;;multi;b_gui_ig_i_w_msc_301;
dsx_minigun_gas_monster;Goblin's Gas Gun;Ranger;x_excluded;LoA;weapon;;excluded;;minigun;;;;multi;b_gui_ig_i_w_msc_301;
minigun_magic_missles;Crossbow of many, many magic missiles;Ranger;x_excluded;LoA;weapon;;excluded;;minigun;;;;multi;b_gui_ig_i_w_msc_305;base
cw_g_c_dsx_bon_avg;Bone Crossbow;Ranger;loa_r_cm;LoA;weapon;;;;cw;;;;multi;b_gui_ig_i_w_csb_300;base
cw_g_c_dsx_clk_avg;Clockwork Crossbow;Ranger;loa_r_cm;LoA;weapon;;;;cw;;;;multi;b_gui_ig_i_w_csb_301;base
st_g_c_bl_1h_fun_nossirom_dsx;Nosirrom's Staff;Fighter;loa_f_2h;LoA;weapon;;excluded;;st;;;;str;b_gui_ig_i_w_stf_010;
st_un_toreck_dsx;Sickle Staff;Fighter;loa_f_2h;LoA;weapon;;excluded;;st;unique;;;str;b_gui_ig_i_w_stf_010;
st_un_dsx_angk_guardian;Scythe of Angk;Mage;x_excluded;LoA;weapon;;excluded;;st;unique;;;;b_gui_ig_i_w_stf_319;
st_un_dsx_angk;Scythe of Angk;Fighter;loa_f_2h;LoA;weapon;;excluded;;st;unique;;;str;b_gui_ig_i_w_stf_319;
2w_st_un_dsx_angk;Super Scythe of Angk;Fighter;loa_f_2h;LoA;weapon;Veteran;excluded;;st;unique;;;str;b_gui_ig_i_w_stf_319;
3w_st_un_dsx_angk;Supreme Scythe of Angk;Fighter;loa_f_2h;LoA;weapon;Elite;excluded;;st;unique;;;str;b_gui_ig_i_w_stf_319;
st_g_c_dsx_stars;Staff of Stars;Mage;x_excluded;LoA;weapon;;excluded;;st;;;;;b_gui_ig_i_w_stf_2072;base
2w_st_g_c_dsx_stars;Super Staff of Stars;Mage;x_excluded;LoA;weapon;Veteran;excluded;;st;;;;;b_gui_ig_i_w_stf_2072;base
3w_st_g_c_dsx_stars;Supreme Staff of Stars;Mage;x_excluded;LoA;weapon;Elite;excluded;;st;;;;;b_gui_ig_i_w_stf_2072;base
st_un_seck_mage_dsx;Necron Death Staff;Fighter;loa_f_2h;LoA;weapon;;excluded;;st;unique;;;str;b_gui_ig_i_w_stf_076;
st_g_c_dsx_cry_avg;Crystal Staff;Mage;loa_m_st;LoA;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_301;base
st_g_c_dsx_jad_avg;Jade Staff;Mage;loa_m_st;LoA;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_302;base
st_g_c_dsx_ltn_avg;Utraean Gemstaff;Mage;loa_m_st;LoA;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_303;base
st_g_c_dsx_hst_avg;Hassat Staff;Mage;loa_m_st;LoA;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_310;base
st_g_c_dsx_bar_avg;Clockwork Rod;Mage;loa_m_st;LoA;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_300;base
st_g_c_dsx_pcane;Cane;Mage;x_excluded;LoA;weapon;;excluded;;st;;;;int;b_gui_ig_i_w_stf_300;base
sd_g_c_dsx_kat_1h_shadowjumper_NIS_ONLY;Shadowjumper's Lightning BLade;Fighter;x_excluded;;weapon;;excluded;;sd;;;;str;b_gui_ig_i_w_swd_302;base
sd_g_c_dsx_kat_1h_shadowjumper;;Fighter;x_excluded;LoA;weapon;;excluded;;sd;;;;;;
ss_g_c_bl_1h_fun_zaur_dsx;Tempered Blade;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;ss;;;;str;b_gui_ig_i_w_swd_006;
ss_g_c_bl_1h_fun_noss_dsx;Nosirrom's Blade;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;ss;;;;str;b_gui_ig_i_w_swd_006;
ss_g_c_bl_1h_fun_04_dsx;Dull Blade;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;ss;;;;str;b_gui_ig_i_w_swd_006;
ss_g_c_bl_1h_fun_05_dsx;Dull Blade;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;ss;;;;str;b_gui_ig_i_w_swd_006;
ss_g_c_bl_1h_fun_03_dsx;Dull Blade;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;ss;;;;str;b_gui_ig_i_w_swd_006;
ss_g_c_bl_1h_fun_01_dsx;Tempered Blade;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;ss;;;;str;b_gui_ig_i_w_swd_006;
ss_g_c_bl_1h_fun_02_dsx;Tempered Blade;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;ss;;;;str;b_gui_ig_i_w_swd_006;
ss_g_c_bl_1h_fun_dsx;Zaurask Dull Blade;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;ss;;;;str;b_gui_ig_i_w_swd_006;
sd_g_c_sd_1h_avg_dsx;Skeleton's Long Sword;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;sd;;;;str;b_gui_ig_i_w_swd_017;
sd_d_c_dsx_skl_1h_mag;Death Knight Sickle Sword;Fighter;x_excluded;LoA;weapon;;excluded;;sd;;;;;b_gui_ig_i_w_swd_313;
sd_d_c_dsx_skl_1h_mag_player;Death Knight Sickle Sword;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;sd;;;;str;b_gui_ig_i_w_swd_313;
2w_sd_d_c_dsx_skl_1h_mag_player;Super Death Knight Sickle Sword;Fighter;loa_f_1h_s;LoA;weapon;Veteran;excluded;;sd;;;;str;b_gui_ig_i_w_swd_313;
3w_sd_d_c_dsx_skl_1h_mag_player;Supreme Death Knight Sickle Sword;Fighter;loa_f_1h_s;LoA;weapon;Elite;excluded;;sd;;;;str;b_gui_ig_i_w_swd_313;
sd_g_c_dsx_goblin_guard;Goblin Sword;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;sd;;;;str;b_gui_ig_i_w_swd_300;
sd_g_c_dsx_chr_1h_avg;Black Steel;Fighter;loa_f_1h_n;LoA;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_300;base
sd_g_c_dsx_clk_1h_avg;Clockwork Sword;Fighter;loa_f_1h_n;LoA;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_301;base
sd_g_c_dsx_kat_1h_avg;Katana;Fighter;loa_f_1h_n;LoA;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_302;base
sd_g_c_dsx_zkt_1h_avg;Zaurask Katana;Fighter;loa_f_1h_n;LoA;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_303;base
sd_g_c_dsx_ser_1h_avg;Serrated sword;Fighter;loa_f_1h_n;LoA;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_309;base
sd_g_c_dsx_slc_2h_avg;Zaurask Slicer;Fighter;loa_f_1h_n;LoA;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_310;base
sd_g_c_dsx_snk_1h_avg;Zaurask Snakebite;Fighter;loa_f_1h_n;LoA;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_311;base
ax_carnage;Axe of Kill Kill Carnage;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_139;base
ax_d_c_1h1b_avg;Hack;Fighter;v_f_ax_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_092;base
ax_d_c_2h1b_avg;Tofk Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_093;base
ax_d_c_2h2b_avg;Cleft Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_094;base
ax_d_d_1h1b_avg;Chuck;Fighter;v_f_ax_n;;weapon;;;;ax;;;;;b_gui_ig_i_w_axe_089;
ax_d_d_2h1b_avg;Cutter;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_090;base
ax_d_d_2h2b_avg;Drive Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_091;base
ax_d_o_1h1b_avg;Splitter;Fighter;v_f_ax_n;;weapon;;;;ax;;;;;b_gui_ig_i_w_axe_095;base
ax_d_o_2h1b_avg;Heft Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;;b_gui_ig_i_w_axe_096;base
ax_d_o_2h2b_avg;Swing Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_097;base
ax_g_c_1h1b_avg;Wedge Axe;Fighter;v_f_ax_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_143;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
ax_g_c_1h1b_fun;Dull Wedge Axe;Fighter;v_f_ax_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_142;
ax_g_c_1h1b_low;Rusted Wedge Axe;Fighter;v_f_ax_n;;weapon;;;;ax;;;;;b_gui_ig_i_w_axe_141;
ax_g_c_1h2b_avg;Full Axe;Fighter;v_f_ax_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_155;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
ax_g_c_1h2b_fun;Blunt Full Axe;Fighter;v_f_ax_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_154;
ax_g_c_1h2b_low;Worn Full Axe;Fighter;v_f_ax_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_153;
ax_g_c_2h1b_avg;Field Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_167;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
ax_g_c_2h1b_fun;Blunt Field Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_166;
ax_g_c_2h1b_low;Worn Field Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_165;
ax_g_c_2h2b_avg;Assault Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_179;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
ax_g_c_2h2b_fun;Blunt Assault Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_178;
ax_g_c_2h2b_low;Rusted Assault Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_177;
ax_g_d_1h1b_avg;Hatchet;Fighter;v_f_ax_n;;weapon;;;;ax;;;;;b_gui_ig_i_w_axe_035;
ax_g_d_2h1b_avg;Timber Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;;b_gui_ig_i_w_axe_036;
ax_g_d_2h2b_avg;Forest Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;;b_gui_ig_i_w_axe_037;
ax_g_o_1h1b_fun;Grimy Wedge Axe;Fighter;v_f_ax_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_148;
ax_g_o_1h1b_low;Ordus' Axe;Fighter;v_f_ax_s;;weapon;;excluded;;ax;;;;str;b_gui_ig_i_w_axe_147;
ax_g_o_1h2b_fun;Dull Full Axe;Fighter;v_f_ax_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_160;
ax_g_o_1h2b_low;Nicked Full Axe;Fighter;v_f_ax_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_159;
ax_g_o_2h1b_fun;Marred Field Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_172;
ax_g_o_2h1b_low;Dull Field Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_171;
ax_g_o_2h2b_fun;Warped Assault Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_184;
ax_g_o_2h2b_low;Battered Assault Axe;Fighter;v_f_ax2h_n;;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_183;
ax_ra_g_c_1h1b_fin;Pain Bringer;Fighter;v_f_ax_s;;weapon;;;;ax;rare;;;str;b_gui_ig_i_w_axe_189;base, o_fin, o_mag, o_str
ax_ra_g_c_1h2b_fin;Gore Axe;Fighter;v_f_ax_s;;weapon;;;;ax;rare;;;str;b_gui_ig_i_w_axe_193;base, c_mag, c_str, o_fin, o_str
ax_ra_g_c_2h1b_fin;Gut Masher;Fighter;v_f_ax2h_s;;weapon;;;;ax;rare;;;str;b_gui_ig_i_w_axe_198;base, c_mag, o_fin, o_str
ax_ra_g_c_2h2b_fin;Flesh Splitter;Fighter;v_f_ax2h_s;;weapon;;;;ax;rare;;;str;b_gui_ig_i_w_axe_202;base, c_mag, c_str, o_avg, o_fin, o_str
ax_un_2h1b_darkblood;Bone Axe;Fighter;v_f_ax2h_s;;weapon;;excluded;;ax;unique;;;str;b_gui_ig_i_w_axe_012;
ax_un_g_c_1h1b_str;Strike Axe;Fighter;v_f_ax_s;;weapon;;;;ax;unique;;;str;b_gui_ig_i_w_axe_137;base
ax_un_g_c_1h2b_str;Chip Axe;Fighter;v_f_ax_s;;weapon;;;;ax;unique;;;str;b_gui_ig_i_w_axe_138;base
ax_un_g_c_2h2b_str;Lug Axe;Fighter;v_f_ax2h_s;;weapon;;;;ax;unique;;;str;b_gui_ig_i_w_axe_139;base
pickaxe;Pickaxe;Fighter;x_any;;weapon;;excluded;;;;;;;b_gui_ig_i_w_axe_140;
scythe_g_1h_avg;Scythe;Fighter;v_f_cdhss;;weapon;;;;scythe;;;;str;b_gui_ig_i_w_msc_011;base
scythe_g_1h_fun;Short Scythe;Fighter;v_f_cdhss;;weapon;;excluded;;scythe;;;;str;b_gui_ig_i_w_msc_012;
scythe_g_1h_mag;Sweeping Scythe;Fighter;v_f_cdhss;;weapon;;;;scythe;;;;str;b_gui_ig_i_w_msc_010;base
bw_g_c_c_l_4_avg;Long Backed Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_080;base, c_fin, c_mag, c_str, o_fin, o_mag, o_str
bw_g_c_c_l_r_avg;Long Recurve;Ranger;v_r_bw_n;;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_072;base, c_mag, c_str, o_avg, o_fin, o_mag, o_str
bw_g_c_c_m_4_avg;Battle Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_016;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
bw_g_c_c_m_4_fun;Flimsy Battle Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;;b_gui_ig_i_w_bow_009;
bw_g_c_c_m_4_low;Worn Battle Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;;b_gui_ig_i_w_bow_004;
bw_g_c_c_m_r_avg;Backed Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_015;base, c_fin, c_mag, c_str, o_avg, o_mag, o_str
bw_g_c_c_m_r_fun;Frail Backed Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_008;
bw_g_c_c_m_r_low;Crooked Backed Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_003;
bw_g_c_c_s_4_avg;Short Backed Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_079;base, o_avg
bw_g_c_s_l_c_avg;Long Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_014;base, c_fin, c_mag, c_str, o_avg, o_mag
bw_g_c_s_l_c_fun;Battered Long Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;;b_gui_ig_i_w_bow_007;
bw_g_c_s_l_c_low;Frayed Long Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;;b_gui_ig_i_w_bow_002;
bw_g_c_s_m_c_avg;Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;dex;b_gui_ig_i_w_bow_013;base, c_fin, c_mag, c_str, o_avg, o_mag
bw_g_c_s_m_c_fun;Weathered Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;dex;b_gui_ig_i_w_bow_006;
bw_g_c_s_m_c_low;Brittle Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;;b_gui_ig_i_w_bow_001;
bw_g_c_s_m_r_avg;Recurve Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_065;base, c_fin, c_mag, c_str, o_avg
bw_g_c_s_s_c_avg;Short Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;;b_gui_ig_i_w_bow_012;base, c_fin, c_str, o_avg, o_fin, o_mag, o_str
bw_g_c_s_s_r_avg;Short Recurve;Ranger;v_r_bw_n;;weapon;;;;bw;;;;;b_gui_ig_i_w_bow_062;base, c_mag, o_avg
bw_g_d_s_l_c_avg;Peasant Long Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;dex;b_gui_ig_i_w_bow_052;
bw_g_d_s_s_c_avg;Peasant Short Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;;b_gui_ig_i_w_bow_051;
bw_g_o_c_m_4_fun;Weakened Battle Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;;b_gui_ig_i_w_bow_011;
bw_g_o_c_m_4_low;Shabby Battle Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;;b_gui_ig_i_w_bow_005;
bw_g_o_c_s_4_fun;Shardan Bow;Ranger;v_r_bw_n;;weapon;;;;bw;;;;;b_gui_ig_i_w_bow_010;
bw_ra_g_c_c_l_4_avg;Long Butcher Bow;Ranger;v_r_bw_s;;weapon;;;;bw;rare;;;multi;b_gui_ig_i_w_bow_132;base, c_fin, c_mag, o_fin
bw_ra_g_c_c_l_r_avg;Lethal Recurve;Ranger;v_r_bw_s;;weapon;;;;bw;rare;;;multi;b_gui_ig_i_w_bow_120;base, c_mag, c_str, o_avg, o_fin, o_mag, o_str
bw_ra_g_c_c_m_4_fin;Savage Bow;Ranger;v_r_bw_s;;weapon;;;;bw;rare;;;multi;b_gui_ig_i_w_bow_128;base, c_mag, c_str, o_avg
bw_ra_g_c_c_m_r_avg;Basher Bow;Ranger;v_r_bw_s;;weapon;;;;bw;rare;;;multi;b_gui_ig_i_w_bow_114;base, c_fin, c_mag, c_str, o_avg, o_mag, o_str
bw_ra_g_c_c_s_4_avg;Short Bleeder Bow;Ranger;v_r_bw_s;;weapon;;;;bw;rare;;;multi;b_gui_ig_i_w_bow_079;base, o_mag, o_str
bw_ra_g_c_s_l_c_avg;Beast Bow;Ranger;v_r_bw_s;;weapon;;;;bw;rare;;;multi;b_gui_ig_i_w_bow_104;base, o_avg
bw_ra_g_c_s_m_c_fin;Shatter Bow;Ranger;v_r_bw_s;;weapon;;;;bw;rare;;;multi;b_gui_ig_i_w_bow_099;base, c_str, o_avg, o_fin, o_mag
bw_ra_g_c_s_m_r_fin;Puncture Bow;Ranger;v_r_bw_s;;weapon;;;;bw;rare;;;multi;b_gui_ig_i_w_bow_110;base, c_mag, o_mag, o_str
bw_ra_g_c_s_s_c_fin;Fatal Bow;Ranger;v_r_bw_s;;weapon;;;;bw;rare;;;dex;b_gui_ig_i_w_bow_094;base, o_avg, o_fin, o_mag, o_str
bw_ra_g_c_s_s_c_stopper;Heart Stopper;Ranger;v_r_bw_s;;weapon;;excluded;;bw;rare;;;dex;b_gui_ig_i_w_bow_095;base
bw_ra_g_o_s_s_r_avg;Cruel Recurve;Ranger;v_r_bw_s;;weapon;;;;bw;rare;;;multi;b_gui_ig_i_w_bow_106;base, c_mag, o_fin, o_str
bw_un_droog_avg;Droog Archer Bow;Ranger;v_r_bw_s;;weapon;;excluded;;bw;unique;;;multi;b_gui_ig_i_w_bow_088;
bw_un_ice_c_m_s_r_avg;Ice Bow;Ranger;v_r_bw_s;;weapon;;excluded;;bw;unique;;;multi;b_gui_ig_i_w_bow_087;
bw_un_seck_avg;Seck Bow;Ranger;v_r_bw_s;;weapon;;excluded;;bw;unique;;;multi;b_gui_ig_i_w_bow_053;
bw_un_seck_fin;Seck Elite Bow;Ranger;v_r_bw_s;;weapon;;excluded;;bw;unique;;;multi;b_gui_ig_i_w_bow_054;
